features,label
0.0 0.0 -0.05251777172088623 0.027593255043029785 -0.10516053438186646 0.027880758047103882 -0.14211076498031616 -0.0017441511154174805 -0.169592022895813 -0.03333073854446411 -0.13448446989059448 -0.049500077962875366 -0.17521554231643677 -0.08462309837341309 -0.19927141070365906 -0.1076059341430664 -0.22122395038604736 -0.1301729679107666 -0.12348377704620361 -0.08426231145858765 -0.16923916339874268 -0.12665686011314392 -0.1969234049320221 -0.15395447611808777 -0.22309595346450806 -0.17845609784126282 -0.10433536767959595 -0.10743504762649536 -0.1468326449394226 -0.1507825255393982 -0.17279493808746338 -0.17872056365013123 -0.19697827100753784 -0.20246344804763794 -0.0770028829574585 -0.12465548515319824 -0.11069738864898682 -0.15728425979614258 -0.13306212425231934 -0.17801803350448608 -0.15483129024505615 -0.1963304728269577,HELLO
0.0 0.0 -0.05380731821060181 0.0260026752948761 -0.10724526643753052 0.02495419979095459 -0.14376360177993774 -0.004917621612548828 -0.17096590995788574 -0.03608661890029907 -0.13524681329727173 -0.05388611555099487 -0.1753942370414734 -0.08866897225379944 -0.1973332166671753 -0.11292824149131775 -0.21714746952056885 -0.1372460424900055 -0.12427264451980591 -0.08750471472740173 -0.16877788305282593 -0.13000458478927612 -0.19467180967330933 -0.15818163752555847 -0.21935364603996277 -0.18412941694259644 -0.10508662462234497 -0.10956814885139465 -0.14604222774505615 -0.15304559469223022 -0.17040222883224487 -0.18116173148155212 -0.19337624311447144 -0.2052372694015503 -0.07748383283615112 -0.12582218647003174 -0.10947275161743164 -0.15948227047920227 -0.13016945123672485 -0.18100306391716003 -0.15050560235977173 -0.20040899515151978,HELLO
0.0 0.0 -0.053082287311553955 0.022402822971343994 -0.10743457078933716 0.01782768964767456 -0.14302170276641846 -0.014173328876495361 -0.1669498085975647 -0.05021870136260986 -0.13160306215286255 -0.06531593203544617 -0.16975897550582886 -0.10289674997329712 -0.19149887561798096 -0.12929654121398926 -0.21087288856506348 -0.15563541650772095 -0.11910676956176758 -0.09744557738304138 -0.1612619161605835 -0.14283832907676697 -0.18642950057983398 -0.1730336844921112 -0.21043527126312256 -0.20108827948570251 -0.09882503747940063 -0.11751541495323181 -0.13799864053726196 -0.16398409008979797 -0.161615788936615 -0.19350320100784302 -0.18396228551864624 -0.21862444281578064 -0.07033020257949829 -0.13162922859191895 -0.1011081337928772 -0.16903156042099 -0.12124300003051758 -0.19223877787590027 -0.14165401458740234 -0.21229301393032074,HELLO
0.0 0.0 -0.055328547954559326 0.016836196184158325 -0.10794401168823242 0.011837035417556763 -0.14177513122558594 -0.019752919673919678 -0.16331899166107178 -0.053861379623413086 -0.130720317363739 -0.06738057732582092 -0.16698592901229858 -0.11081862449645996 -0.1877465844154358 -0.140242338180542 -0.20699286460876465 -0.1682611107826233 -0.11610054969787598 -0.09705290198326111 -0.15481793880462646 -0.14786747097969055 -0.17789971828460693 -0.18102598190307617 -0.20020729303359985 -0.2120344638824463 -0.09471601247787476 -0.11645007133483887 -0.13074910640716553 -0.1664474606513977 -0.1530078649520874 -0.1986478865146637 -0.1744212508201599 -0.22673630714416504 -0.06537801027297974 -0.12929633259773254 -0.09410113096237183 -0.17020252346992493 -0.11309659481048584 -0.1956745684146881 -0.1319969892501831 -0.21850299835205078,HELLO
0.0 0.0 -0.05396378040313721 0.021430492401123047 -0.10745245218276978 0.018905043601989746 -0.1447601318359375 -0.011713862419128418 -0.1680043339729309 -0.04720115661621094 -0.1345893144607544 -0.060813963413238525 -0.1740628480911255 -0.09725558757781982 -0.19543445110321045 -0.12287726998329163 -0.21528273820877075 -0.14928317070007324 -0.12231594324111938 -0.09299612045288086 -0.16477280855178833 -0.13558050990104675 -0.18959516286849976 -0.164439857006073 -0.21387851238250732 -0.19215935468673706 -0.10197585821151733 -0.11406293511390686 -0.1415872573852539 -0.1580660343170166 -0.16520196199417114 -0.18684515357017517 -0.18817979097366333 -0.21306267380714417 -0.072917640209198 -0.1298772394657135 -0.10533338785171509 -0.1651422381401062 -0.12572914361953735 -0.1874977946281433 -0.14676523208618164 -0.20890948176383972,HELLO
0.0 0.0 -0.05372577905654907 0.02133077383041382 -0.10647320747375488 0.019578397274017334 -0.14371174573898315 -0.010331571102142334 -0.1660199761390686 -0.04811316728591919 -0.13374090194702148 -0.060208797454833984 -0.17334586381912231 -0.09784585237503052 -0.19524532556533813 -0.12305748462677002 -0.2160038948059082 -0.1490444540977478 -0.12121492624282837 -0.09254041314125061 -0.16421294212341309 -0.13653603196144104 -0.1897091269493103 -0.1649685502052307 -0.21508049964904785 -0.19217857718467712 -0.10070019960403442 -0.11341100931167603 -0.1408292055130005 -0.15934419631958008 -0.16476941108703613 -0.18846005201339722 -0.18826895952224731 -0.21483114361763 -0.07186704874038696 -0.12854743003845215 -0.10439449548721313 -0.16447806358337402 -0.12476903200149536 -0.18763861060142517 -0.14550542831420898 -0.2099311649799347,HELLO
0.0 0.0 -0.05280178785324097 0.02417224645614624 -0.10731542110443115 0.021968066692352295 -0.14420604705810547 -0.008514612913131714 -0.16891920566558838 -0.04263031482696533 -0.13530635833740234 -0.05873596668243408 -0.1744832992553711 -0.09423446655273438 -0.1969517469406128 -0.11975383758544922 -0.21775776147842407 -0.14505669474601746 -0.12343519926071167 -0.09010505676269531 -0.16706091165542603 -0.13308125734329224 -0.19394993782043457 -0.1622624397277832 -0.22028622031211853 -0.18928611278533936 -0.10302656888961792 -0.11037617921829224 -0.14419609308242798 -0.15491116046905518 -0.1681971549987793 -0.1835607886314392 -0.19143277406692505 -0.20827415585517883 -0.07426190376281738 -0.1254834532737732 -0.10589247941970825 -0.16024187207221985 -0.12661892175674438 -0.18322792649269104 -0.14705044031143188 -0.20439794659614563,HELLO
0.0 0.0 -0.05463230609893799 0.02233099937438965 -0.10965323448181152 0.017180055379867554 -0.14722156524658203 -0.015375196933746338 -0.1683529019355774 -0.0537794828414917 -0.13288772106170654 -0.0625694990158081 -0.17069774866104126 -0.10208427906036377 -0.19311648607254028 -0.12846753001213074 -0.21376252174377441 -0.15410089492797852 -0.11965787410736084 -0.09624901413917542 -0.16172367334365845 -0.14301687479019165 -0.18879276514053345 -0.1726382076740265 -0.2152106761932373 -0.19903218746185303 -0.09787321090698242 -0.11867892742156982 -0.13853931427001953 -0.16892766952514648 -0.16398721933364868 -0.1996821165084839 -0.1884048581123352 -0.22492718696594238 -0.06811857223510742 -0.13365083932876587 -0.09943938255310059 -0.1733728051185608 -0.1221381425857544 -0.19777041673660278 -0.14459240436553955 -0.21847745776176453,HELLO
0.0 0.0 -0.05444347858428955 0.02328658103942871 -0.10905593633651733 0.01954495906829834 -0.1467248797416687 -0.014030933380126953 -0.16851532459259033 -0.054662078619003296 -0.13293296098709106 -0.06282222270965576 -0.1706351637840271 -0.10222041606903076 -0.19261175394058228 -0.12973493337631226 -0.21276533603668213 -0.1568318009376526 -0.12011152505874634 -0.09543755650520325 -0.16152089834213257 -0.14321282505989075 -0.1874004602432251 -0.17435619235038757 -0.21304243803024292 -0.20345553755760193 -0.09976494312286377 -0.11572358012199402 -0.13805454969406128 -0.1652582883834839 -0.16255104541778564 -0.19589751958847046 -0.18604004383087158 -0.222810298204422 -0.07089203596115112 -0.12993469834327698 -0.10047370195388794 -0.16904398798942566 -0.12107521295547485 -0.1931498646736145 -0.14205265045166016 -0.21508648991584778,HELLO
0.0 0.0 0.016682088375091553 -0.08390909433364868 0.008481085300445557 -0.16692566871643066 -0.03251779079437256 -0.2265600562095642 -0.07187914848327637 -0.25561773777008057 -0.04592883586883545 -0.18088334798812866 -0.10768598318099976 -0.24600577354431152 -0.14214664697647095 -0.27603399753570557 -0.1685413122177124 -0.297204852104187 -0.07756626605987549 -0.14281874895095825 -0.14312076568603516 -0.21685373783111572 -0.18185162544250488 -0.25630688667297363 -0.20898723602294922 -0.28264594078063965 -0.10080009698867798 -0.10361850261688232 -0.15688610076904297 -0.1742820143699646 -0.19149482250213623 -0.21678775548934937 -0.21672996878623962 -0.24710625410079956 -0.11599999666213989 -0.06553894281387329 -0.15648210048675537 -0.12754088640213013 -0.17964071035385132 -0.16050350666046143 -0.19824418425559998 -0.18888336420059204,THANK YOU
0.0 0.0 0.024216830730438232 -0.08623385429382324 0.009667515754699707 -0.17952615022659302 -0.03977113962173462 -0.23754370212554932 -0.08702930808067322 -0.26302939653396606 -0.037268221378326416 -0.16103553771972656 -0.11700785160064697 -0.2254083752632141 -0.1625889539718628 -0.25911831855773926 -0.19781425595283508 -0.28481340408325195 -0.07237586379051208 -0.1086043119430542 -0.15995126962661743 -0.18684375286102295 -0.21148884296417236 -0.2331829071044922 -0.24803060293197632 -0.26750999689102173 -0.10135892033576965 -0.06712234020233154 -0.1774558424949646 -0.1436687707901001 -0.22222137451171875 -0.19119083881378174 -0.25422656536102295 -0.2272568941116333 -0.12212803959846497 -0.0337519645690918 -0.17849457263946533 -0.09896761178970337 -0.21151018142700195 -0.13676035404205322 -0.236837238073349 -0.16781997680664062,THANK YOU
0.0 0.0 0.015235304832458496 -0.0849485993385315 0.005988478660583496 -0.16540151834487915 -0.029610157012939453 -0.22378140687942505 -0.06576651334762573 -0.2448825240135193 -0.0459347665309906 -0.1850002408027649 -0.10614016652107239 -0.24007320404052734 -0.14168649911880493 -0.26749110221862793 -0.169856458902359 -0.28711891174316406 -0.07528966665267944 -0.14955586194992065 -0.14142563939094543 -0.21249210834503174 -0.180980384349823 -0.24712038040161133 -0.2108106017112732 -0.2692286968231201 -0.09863686561584473 -0.11001086235046387 -0.15594983100891113 -0.1690692901611328 -0.19036194682121277 -0.20701384544372559 -0.21698832511901855 -0.2335902452468872 -0.11478838324546814 -0.06872677803039551 -0.15718892216682434 -0.12600857019424438 -0.18087348341941833 -0.15711992979049683 -0.20055532455444336 -0.1826401948928833,THANK YOU
0.0 0.0 0.01876509189605713 -0.08295315504074097 0.0107460618019104 -0.16487962007522583 -0.025973618030548096 -0.22287625074386597 -0.06231573224067688 -0.23997420072555542 -0.039044469594955444 -0.17956382036209106 -0.10054293274879456 -0.2404293417930603 -0.13698512315750122 -0.27014225721359253 -0.16546738147735596 -0.2910235524177551 -0.07044604420661926 -0.14271903038024902 -0.1379450559616089 -0.2128969430923462 -0.17760980129241943 -0.2505306005477905 -0.2064070701599121 -0.2750821113586426 -0.09510302543640137 -0.10351431369781494 -0.1525830328464508 -0.16931486129760742 -0.1868608295917511 -0.2100721001625061 -0.21226996183395386 -0.2381005883216858 -0.11216646432876587 -0.06366312503814697 -0.15227168798446655 -0.12348192930221558 -0.17517957091331482 -0.15536880493164062 -0.19420558214187622 -0.18092870712280273,THANK YOU
0.0 0.0 0.017499804496765137 -0.08501327037811279 0.008891165256500244 -0.17334389686584473 -0.03208896517753601 -0.23297321796417236 -0.07259008288383484 -0.2509153485298157 -0.04052114486694336 -0.18612021207809448 -0.10418784618377686 -0.2488725781440735 -0.14200109243392944 -0.27981263399124146 -0.17089718580245972 -0.3014501929283142 -0.07274818420410156 -0.1458439826965332 -0.141688734292984 -0.21832191944122314 -0.18277311325073242 -0.2583528757095337 -0.21267080307006836 -0.28445976972579956 -0.09789177775382996 -0.1044432520866394 -0.1581541895866394 -0.17293596267700195 -0.19369176030158997 -0.21519267559051514 -0.21949371695518494 -0.2453811764717102 -0.11569750308990479 -0.06312179565429688 -0.15893512964248657 -0.12437891960144043 -0.18280327320098877 -0.15775913000106812 -0.20197975635528564 -0.1856728196144104,THANK YOU
0.0 0.0 0.018387258052825928 -0.08456796407699585 0.00968921184539795 -0.17316222190856934 -0.028848081827163696 -0.23798030614852905 -0.07096695899963379 -0.25563955307006836 -0.038115233182907104 -0.18424946069717407 -0.10663983225822449 -0.24803555011749268 -0.14560991525650024 -0.2792941927909851 -0.17444896697998047 -0.3025140166282654 -0.068631112575531 -0.14634639024734497 -0.14345714449882507 -0.21842890977859497 -0.18662303686141968 -0.25907790660858154 -0.21719378232955933 -0.2870901823043823 -0.09335759282112122 -0.10675185918807983 -0.15921056270599365 -0.1742686629295349 -0.19798576831817627 -0.21792453527450562 -0.22603213787078857 -0.25212717056274414 -0.11202406883239746 -0.0662340521812439 -0.15864676237106323 -0.12422049045562744 -0.18438169360160828 -0.15749627351760864 -0.20535743236541748 -0.18769609928131104,THANK YOU
0.0 0.0 0.021650075912475586 -0.08469200134277344 0.0135611891746521 -0.17623966932296753 -0.03047695755958557 -0.23992294073104858 -0.07377350330352783 -0.2617288827896118 -0.03610759973526001 -0.17692601680755615 -0.10743322968482971 -0.24629294872283936 -0.14903217554092407 -0.2792474031448364 -0.17987927794456482 -0.3021599054336548 -0.06948429346084595 -0.1301211714744568 -0.14708775281906128 -0.20934754610061646 -0.19256195425987244 -0.2550699710845947 -0.2238088846206665 -0.28629887104034424 -0.09598249197006226 -0.08910501003265381 -0.16411501169204712 -0.16496312618255615 -0.20276248455047607 -0.21270960569381714 -0.2284446656703949 -0.2470545768737793 -0.11487892270088196 -0.052547454833984375 -0.16482064127922058 -0.11776918172836304 -0.19263434410095215 -0.15408068895339966 -0.2124660611152649 -0.18336963653564453,THANK YOU
0.0 0.0 -0.0026031136512756348 -0.06796199083328247 -0.02394205331802368 -0.126933753490448 -0.0636441707611084 -0.15886086225509644 -0.09830039739608765 -0.16883516311645508 -0.06652259826660156 -0.12111866474151611 -0.12853848934173584 -0.1456010341644287 -0.16265958547592163 -0.15709108114242554 -0.1876312792301178 -0.16516762971878052 -0.08372741937637329 -0.08232885599136353 -0.14962688088417053 -0.11406177282333374 -0.188399076461792 -0.1323099136352539 -0.21458202600479126 -0.1446852684020996 -0.09486973285675049 -0.04338216781616211 -0.15314224362373352 -0.07393568754196167 -0.18934261798858643 -0.09644365310668945 -0.21493390202522278 -0.11491531133651733 -0.09995752573013306 -0.004669666290283203 -0.1440163552761078 -0.036178648471832275 -0.1693982481956482 -0.054961323738098145 -0.189874529838562 -0.0725129246711731,THANK YOU
0.0 0.0 -0.0007956027984619141 -0.06866365671157837 -0.02281486988067627 -0.12841373682022095 -0.063385009765625 -0.15978771448135376 -0.0983012318611145 -0.17072904109954834 -0.06344950199127197 -0.12136447429656982 -0.12576079368591309 -0.14505153894424438 -0.1598086655139923 -0.15568327903747559 -0.18463170528411865 -0.16266870498657227 -0.08065009117126465 -0.08353251218795776 -0.14614295959472656 -0.11274892091751099 -0.18546134233474731 -0.12898945808410645 -0.2126145362854004 -0.1394219994544983 -0.09263777732849121 -0.04535907506942749 -0.15069714188575745 -0.07266920804977417 -0.18706876039505005 -0.0922776460647583 -0.21366167068481445 -0.10811781883239746 -0.09919470548629761 -0.007291734218597412 -0.14288312196731567 -0.0362626314163208 -0.16835245490074158 -0.052735984325408936 -0.18929684162139893 -0.06786519289016724,THANK YOU
0.0 0.0 0.0023552775382995605 -0.08075129985809326 -0.02668529748916626 -0.15293824672698975 -0.07692539691925049 -0.18769407272338867 -0.11749207973480225 -0.1950516700744629 -0.06348925828933716 -0.13572436571121216 -0.1358165144920349 -0.16142898797988892 -0.17627203464508057 -0.17088735103607178 -0.20725682377815247 -0.17688357830047607 -0.08362364768981934 -0.08385515213012695 -0.1621111035346985 -0.113883376121521 -0.20963138341903687 -0.1318308711051941 -0.2441495656967163 -0.14500969648361206 -0.09894329309463501 -0.040885210037231445 -0.16773122549057007 -0.07231426239013672 -0.20994585752487183 -0.09530025720596313 -0.2408115267753601 -0.1135295033454895 -0.10675966739654541 -0.0057686567306518555 -0.15883594751358032 -0.03502237796783447 -0.18818438053131104 -0.05135965347290039 -0.21031805872917175 -0.06626951694488525,THANK YOU
0.0 0.0 0.0032758116722106934 -0.08395373821258545 -0.02585238218307495 -0.15903311967849731 -0.07577800750732422 -0.19541335105895996 -0.11948579549789429 -0.20854699611663818 -0.06116151809692383 -0.13269448280334473 -0.13513338565826416 -0.1600433588027954 -0.17910900712013245 -0.17071181535720825 -0.21479451656341553 -0.17733287811279297 -0.08372765779495239 -0.07756680250167847 -0.16532287001609802 -0.10906714200973511 -0.21542447805404663 -0.12822848558425903 -0.25224488973617554 -0.14156335592269897 -0.10119324922561646 -0.03373610973358154 -0.17324796319007874 -0.06785762310028076 -0.21606498956680298 -0.09156298637390137 -0.2476177215576172 -0.10938382148742676 -0.11200964450836182 -0.001210331916809082 -0.16564199328422546 -0.0332908034324646 -0.19694304466247559 -0.05142557621002197 -0.22148185968399048 -0.06716275215148926,THANK YOU
0.0 0.0 -0.0015306472778320312 -0.08542019128799438 -0.03251183032989502 -0.16325509548187256 -0.08479893207550049 -0.19522422552108765 -0.13060909509658813 -0.19846642017364502 -0.06812828779220581 -0.1263379454612732 -0.14469826221466064 -0.1497722864151001 -0.18954628705978394 -0.16003137826919556 -0.22655069828033447 -0.1673688292503357 -0.08629846572875977 -0.06479531526565552 -0.172502338886261 -0.09474247694015503 -0.22810882329940796 -0.11455029249191284 -0.2710624039173126 -0.13092297315597534 -0.10130047798156738 -0.017964422702789307 -0.17741620540618896 -0.05131733417510986 -0.22797736525535583 -0.07570886611938477 -0.2665652334690094 -0.09573560953140259 -0.1114996075630188 0.01562565565109253 -0.16956445574760437 -0.018522799015045166 -0.2062116265296936 -0.0394170880317688 -0.23600232601165771 -0.056617796421051025,THANK YOU
0.0 0.0 -0.0016819238662719727 -0.068301260471344 -0.023941397666931152 -0.12884318828582764 -0.06453514099121094 -0.16478478908538818 -0.10018211603164673 -0.17697417736053467 -0.06584590673446655 -0.1304275393486023 -0.12866225838661194 -0.15671932697296143 -0.1640036702156067 -0.16694658994674683 -0.19019931554794312 -0.17367857694625854 -0.08276379108428955 -0.09529423713684082 -0.1516699194908142 -0.1253945231437683 -0.1923339068889618 -0.14056432247161865 -0.22064286470413208 -0.14969968795776367 -0.0946301817893982 -0.05721980333328247 -0.1572207808494568 -0.0861978530883789 -0.1947420835494995 -0.10493314266204834 -0.22240793704986572 -0.1195480227470398 -0.10201799869537354 -0.017497479915618896 -0.14906513690948486 -0.04706752300262451 -0.1763184666633606 -0.062991201877594 -0.19919562339782715 -0.07780569791793823,THANK YOU
0.0 0.0 -0.00022751092910766602 -0.06739860773086548 -0.02261507511138916 -0.1283831000328064 -0.06290048360824585 -0.16337621212005615 -0.09827661514282227 -0.17485958337783813 -0.06493973731994629 -0.1296006441116333 -0.1276666522026062 -0.15454179048538208 -0.16281995177268982 -0.16542798280715942 -0.18937277793884277 -0.17270028591156006 -0.08118826150894165 -0.09346073865890503 -0.1489919126033783 -0.12328779697418213 -0.18943867087364197 -0.1398370862007141 -0.2175743281841278 -0.15048515796661377 -0.0929257869720459 -0.05453383922576904 -0.15369588136672974 -0.08414840698242188 -0.19113799929618835 -0.10434210300445557 -0.21864467859268188 -0.12007153034210205 -0.10059136152267456 -0.013463914394378662 -0.14499139785766602 -0.04390054941177368 -0.1711500883102417 -0.06207275390625 -0.19323009252548218 -0.07915651798248291,THANK YOU
0.0 0.0 -0.0018420815467834473 -0.06707441806793213 -0.024275898933410645 -0.12811362743377686 -0.06434398889541626 -0.1623939871788025 -0.10088986158370972 -0.17204785346984863 -0.06433993577957153 -0.12499386072158813 -0.12886345386505127 -0.15026193857192993 -0.16398298740386963 -0.16128379106521606 -0.19079816341400146 -0.16861575841903687 -0.08044695854187012 -0.0848684310913086 -0.15049782395362854 -0.115841805934906 -0.1923075020313263 -0.13350218534469604 -0.22229301929473877 -0.14468079805374146 -0.09188336133956909 -0.0442734956741333 -0.15546151995658875 -0.07468283176422119 -0.19498807191848755 -0.09613698720932007 -0.22450029850006104 -0.11312294006347656 -0.09914654493331909 -0.004246711730957031 -0.14620232582092285 -0.037248075008392334 -0.17345470190048218 -0.05700153112411499 -0.19585761427879333 -0.0752914547920227,THANK YOU
0.0 0.0 -0.0006849765777587891 -0.06922155618667603 -0.024740099906921387 -0.13232916593551636 -0.06608563661575317 -0.16748470067977905 -0.10261046886444092 -0.17633020877838135 -0.06361997127532959 -0.1288941502571106 -0.13066500425338745 -0.1530511975288391 -0.1671641767024994 -0.1645345687866211 -0.19456559419631958 -0.17307358980178833 -0.08111202716827393 -0.08594328165054321 -0.15296098589897156 -0.11549699306488037 -0.1960195004940033 -0.13413465023040771 -0.22664454579353333 -0.14731162786483765 -0.09366452693939209 -0.043121159076690674 -0.15901285409927368 -0.07164406776428223 -0.19936498999595642 -0.09352767467498779 -0.22906655073165894 -0.11189210414886475 -0.10082435607910156 -0.0015688538551330566 -0.150702565908432 -0.033040404319763184 -0.17899072170257568 -0.05238586664199829 -0.2014492154121399 -0.07089972496032715,THANK YOU
0.0 0.0 -0.0043122172355651855 -0.07273626327514648 -0.031235098838806152 -0.1416807770729065 -0.07656687498092651 -0.18042969703674316 -0.11697924137115479 -0.1899421215057373 -0.0671129822731018 -0.1351822018623352 -0.13663488626480103 -0.15989333391189575 -0.17619943618774414 -0.17121899127960205 -0.20672571659088135 -0.1803562045097351 -0.08427757024765015 -0.09122198820114136 -0.15923890471458435 -0.12135159969329834 -0.20612451434135437 -0.13917773962020874 -0.23993569612503052 -0.1517343521118164 -0.09733808040618896 -0.047691941261291504 -0.16511347889900208 -0.07740664482116699 -0.2090795636177063 -0.09819036722183228 -0.24168992042541504 -0.11468130350112915 -0.10604709386825562 -0.004979074001312256 -0.15723124146461487 -0.036389946937561035 -0.18783962726593018 -0.05587613582611084 -0.21314078569412231 -0.07388150691986084,THANK YOU
0.0 0.0 -0.001131892204284668 -0.07848113775253296 -0.029646337032318115 -0.15246200561523438 -0.07623171806335449 -0.18913757801055908 -0.11546951532363892 -0.19674229621887207 -0.06241631507873535 -0.14122682809829712 -0.13495323061943054 -0.17082029581069946 -0.17557653784751892 -0.18237584829330444 -0.20747029781341553 -0.1896640658378601 -0.07969307899475098 -0.09043854475021362 -0.1573863923549652 -0.12612128257751465 -0.20540198683738708 -0.14505159854888916 -0.24063098430633545 -0.15713053941726685 -0.09389519691467285 -0.04523533582687378 -0.16314351558685303 -0.08106976747512817 -0.20663779973983765 -0.10406047105789185 -0.23785310983657837 -0.12121093273162842 -0.10413706302642822 -0.006085693836212158 -0.15744522213935852 -0.04165768623352051 -0.18728548288345337 -0.06189018487930298 -0.20967498421669006 -0.07970833778381348,THANK YOU
0.0 0.0 -0.0012561678886413574 -0.07972705364227295 -0.030788838863372803 -0.157512366771698 -0.08078527450561523 -0.1946713924407959 -0.12238878011703491 -0.20356470346450806 -0.06492894887924194 -0.14705991744995117 -0.14114320278167725 -0.17562276124954224 -0.18322968482971191 -0.18719470500946045 -0.21560335159301758 -0.19472527503967285 -0.08434832096099854 -0.09243530035018921 -0.16559231281280518 -0.1289042830467224 -0.21463418006896973 -0.14968633651733398 -0.25031352043151855 -0.16334623098373413 -0.09991377592086792 -0.04443579912185669 -0.1714777648448944 -0.08253931999206543 -0.21591413021087646 -0.10797208547592163 -0.2483178973197937 -0.12700951099395752 -0.10986500978469849 -0.003080129623413086 -0.16379928588867188 -0.04042232036590576 -0.1943211853504181 -0.06177091598510742 -0.2180899679660797 -0.08008050918579102,THANK YOU
0.0 0.0 0.01584094762802124 -0.08082926273345947 0.048089832067489624 -0.14422360062599182 0.08783721923828125 -0.1885467767715454 0.1246522068977356 -0.21606725454330444 0.11394646763801575 -0.10623514652252197 0.19239044189453125 -0.10476678609848022 0.23633348941802979 -0.09783858060836792 0.26938730478286743 -0.08864754438400269 0.12463372945785522 -0.056024014949798584 0.20959681272506714 -0.05326080322265625 0.25769948959350586 -0.05238699913024902 0.2920340299606323 -0.04969334602355957 0.12777850031852722 -0.007342219352722168 0.20610985159873962 -0.007652580738067627 0.25380653142929077 -0.011592447757720947 0.28820323944091797 -0.013750433921813965 0.12488377094268799 0.036663174629211426 0.18501168489456177 0.030809402465820312 0.22035592794418335 0.02499634027481079 0.24748563766479492 0.019648849964141846,THANK YOU
0.0 0.0 -0.002220839262008667 -0.08578085899353027 0.02384170889854431 -0.1491451859474182 0.06658825278282166 -0.17959582805633545 0.1035970151424408 -0.18945372104644775 0.08210891485214233 -0.12936192750930786 0.15036654472351074 -0.16033434867858887 0.19097435474395752 -0.17082154750823975 0.22242498397827148 -0.17542695999145508 0.10105457901954651 -0.08305436372756958 0.17502105236053467 -0.11578977108001709 0.21994870901107788 -0.13324832916259766 0.2531019449234009 -0.14539527893066406 0.1114770770072937 -0.041820645332336426 0.17661523818969727 -0.07504767179489136 0.21807122230529785 -0.09544104337692261 0.2481534481048584 -0.11066538095474243 0.11561208963394165 -0.007779419422149658 0.16869962215423584 -0.03662639856338501 0.2006208300590515 -0.055492401123046875 0.22497737407684326 -0.07108622789382935,THANK YOU
0.0 0.0 -0.00015494227409362793 -0.08578437566757202 0.02556028962135315 -0.15539467334747314 0.06843903660774231 -0.18889999389648438 0.10622265934944153 -0.19518232345581055 0.09141784906387329 -0.1288883090019226 0.15871977806091309 -0.15495294332504272 0.20116516947746277 -0.16385763883590698 0.23491781949996948 -0.16667532920837402 0.11038228869438171 -0.08043164014816284 0.1842557191848755 -0.10991489887237549 0.23092764616012573 -0.12530648708343506 0.26666557788848877 -0.13658970594406128 0.11986476182937622 -0.03697293996810913 0.18833792209625244 -0.06726974248886108 0.23113375902175903 -0.08474260568618774 0.26259058713912964 -0.09878003597259521 0.12222406268119812 0.0015195608139038086 0.1763661503791809 -0.019461095333099365 0.20917654037475586 -0.03352248668670654 0.23430049419403076 -0.04741412401199341,THANK YOU
0.0 0.0 -0.002330958843231201 -0.09034579992294312 0.022532522678375244 -0.1567673683166504 0.06607082486152649 -0.19038081169128418 0.10465192794799805 -0.1975799798965454 0.08614411950111389 -0.12815552949905396 0.1584247350692749 -0.15830069780349731 0.20183402299880981 -0.16927683353424072 0.2351284623146057 -0.17319202423095703 0.10688942670822144 -0.07730507850646973 0.18342360854148865 -0.1124536395072937 0.23040807247161865 -0.131464421749115 0.26513487100601196 -0.1441507339477539 0.11840489506721497 -0.034602582454681396 0.1881575584411621 -0.06916046142578125 0.23139846324920654 -0.08993929624557495 0.2632092833518982 -0.10550099611282349 0.12261185050010681 -0.0003402233123779297 0.17827215790748596 -0.023527204990386963 0.2117365002632141 -0.038974881172180176 0.23760420083999634 -0.053199827671051025,THANK YOU
0.0 0.0 -0.008612304925918579 -0.08284235000610352 0.007436424493789673 -0.1495264172554016 0.042421430349349976 -0.18839067220687866 0.07545453310012817 -0.20420527458190918 0.07096686959266663 -0.13668715953826904 0.1307719349861145 -0.1688486933708191 0.16912519931793213 -0.18145620822906494 0.1998271644115448 -0.1877468228340149 0.09349697828292847 -0.09435445070266724 0.15921103954315186 -0.13040369749069214 0.20126000046730042 -0.15066784620285034 0.23393741250038147 -0.16420239210128784 0.10695984959602356 -0.05598646402359009 0.16624715924263 -0.09200316667556763 0.2049928605556488 -0.11596417427062988 0.23447200655937195 -0.13386845588684082 0.11336749792098999 -0.023168563842773438 0.1604447364807129 -0.050446510314941406 0.18978840112686157 -0.0702924132347107 0.21329286694526672 -0.08664405345916748,THANK YOU
0.0 0.0 -0.014179587364196777 -0.07196688652038574 -0.009491890668869019 -0.13839316368103027 0.015267640352249146 -0.18547683954238892 0.0442294180393219 -0.20789992809295654 0.04490867257118225 -0.15051954984664917 0.10408031940460205 -0.20260626077651978 0.13980519771575928 -0.22915399074554443 0.16744393110275269 -0.24704962968826294 0.06783005595207214 -0.12096506357192993 0.1333940625190735 -0.17835617065429688 0.1733190417289734 -0.21242088079452515 0.20261073112487793 -0.23523163795471191 0.08582168817520142 -0.08695358037948608 0.14659634232521057 -0.13909637928009033 0.18416571617126465 -0.1738525629043579 0.21193116903305054 -0.20004558563232422 0.0981718897819519 -0.05130487680435181 0.1449173092842102 -0.09257906675338745 0.17312011122703552 -0.12134253978729248 0.19653478264808655 -0.1457880139350891,THANK YOU
